customer_id,age,gender,subscription_length_months,monthly_charge,total_charges,contract_type,payment_method,paperless_billing,tech_support,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,internet_service_type,phone_service,multiple_lines,internet_service,avg_monthly_gb_download,avg_monthly_gb_download_6_months,avg_monthly_gb_download_12_months,monthly_usage_gb,overage_fees,roaming_charges,international_plan,voice_mail_plan,number_vmail_messages,number_customer_service_calls,number_calls_placed,number_calls_received,total_minutes_used,total_data_used_gb,avg_call_duration_minutes,avg_call_duration_6_months,avg_call_duration_12_months,payment_delay_days,late_payment_count,missed_payment_count,contract_renewal_days,days_since_last_upgrade,days_since_last_downgrade,days_since_last_complaint,complaint_count,positive_feedback_count,negative_feedback_count,social_media_mentions,satisfaction_score,churn
766,40,M,44,99.03,3844.25,Two year,Bank transfer,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,69.1,128.8,157.4,747.0,24.92,19.17,No,Yes,22,4,33,21,1827,94.9,1.7,14.4,1.5,16,4,1,397,60,25,97,1,2,2,0,6,Yes
767,42,M,38,60.22,2939.38,One year,Credit card,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Fiber optic,No,No,Yes,82.2,122.6,66.9,2818.0,48.83,17.09,Yes,Yes,32,14,72,68,2499,37.7,8.5,15.3,17.9,3,2,1,1077,475,42,12,6,0,1,5,6,Yes
768,52,F,20,127.09,3920.7,Two year,Bank transfer,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Fiber optic,No,Yes,Yes,33.1,143.8,176.2,2428.0,47.36,1.57,Yes,No,49,16,97,63,2391,57.7,19.6,11.7,14.7,7,0,0,752,208,18,53,1,3,1,1,2,Yes
769,58,M,23,144.16,3771.15,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,40.8,128.6,123.0,2462.0,17.93,14.4,Yes,No,14,7,49,35,716,8.6,3.1,15.4,3.0,27,2,2,322,165,15,52,4,2,0,1,9,Yes
770,47,F,45,126.76,4024.86,One year,Credit card,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,No,138.7,103.9,164.5,586.0,7.03,6.95,Yes,Yes,13,18,75,20,630,35.9,2.9,17.3,2.0,12,3,2,597,369,104,51,9,2,1,7,8,Yes
771,34,F,52,20.2,2614.14,One year,Electronic check,No,Yes,Yes,Yes,No,Yes,No,No,No,No,DSL,Yes,Yes,Yes,183.4,136.4,109.3,430.0,16.28,19.9,No,Yes,8,8,46,55,764,41.2,15.3,10.2,16.3,23,1,0,903,496,22,5,6,3,3,2,2,Yes
772,66,F,16,102.73,744.61,Month-to-month,Credit card,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,No,Yes,78.9,89.9,43.7,78.0,1.52,6.05,Yes,No,43,9,84,72,84,83.5,6.9,12.8,16.4,13,1,1,990,299,156,35,5,1,1,8,4,Yes
773,79,M,50,26.65,3372.23,One year,Credit card,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,Yes,No,36.0,48.3,108.5,711.0,1.04,4.77,Yes,Yes,36,4,83,90,736,51.3,14.6,11.2,3.3,17,1,2,618,142,165,24,4,0,3,3,9,No
774,37,M,42,53.49,3121.35,One year,Credit card,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,DSL,Yes,No,Yes,57.0,0.3,74.2,2323.0,19.78,11.36,No,Yes,29,9,5,47,2707,73.1,4.8,11.7,6.7,22,3,1,289,350,58,90,5,1,2,5,4,Yes
775,65,M,55,27.74,3724.15,One year,Bank transfer,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,91.0,112.0,139.5,720.0,47.05,16.7,No,Yes,28,0,49,75,1412,1.9,9.7,17.9,15.8,28,4,1,937,60,47,57,1,3,1,0,7,No
776,42,F,8,98.49,890.91,One year,Electronic check,Yes,No,No,No,Yes,No,No,Yes,No,No,Fiber optic,Yes,Yes,No,58.1,118.1,95.2,2187.0,43.57,3.85,No,No,22,3,99,17,226,46.4,6.0,7.8,11.0,16,2,2,213,262,147,54,9,3,2,9,5,Yes
777,39,M,50,109.26,1015.13,Month-to-month,Electronic check,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Fiber optic,Yes,No,No,46.7,194.4,167.2,756.0,25.57,14.19,No,Yes,33,4,62,98,1307,90.1,9.6,5.0,19.2,17,0,0,176,123,20,94,0,4,4,9,10,No
778,30,F,21,34.88,4457.53,Month-to-month,Electronic check,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,147.2,72.3,135.6,1186.0,28.26,1.23,No,Yes,6,6,11,14,108,22.4,15.6,9.7,10.1,13,4,1,621,237,155,2,0,4,1,2,6,Yes
779,76,M,1,69.9,3762.39,One year,Credit card,Yes,Yes,No,Yes,No,Yes,No,No,No,No,DSL,No,No,Yes,1.6,78.8,136.9,2949.0,0.3,18.38,Yes,Yes,8,4,40,43,134,3.2,15.5,5.0,13.9,23,1,2,1047,29,177,27,7,3,2,3,1,No
780,36,F,55,79.31,4545.73,One year,Bank transfer,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,DSL,No,No,No,107.8,40.4,43.4,734.0,10.78,1.62,No,Yes,49,19,30,93,937,43.3,10.8,10.5,10.7,10,1,1,469,419,32,67,2,4,4,4,4,Yes
781,66,M,8,67.98,3805.64,Month-to-month,Credit card,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,No,Yes,158.8,14.1,196.8,1129.0,1.24,18.28,No,Yes,3,7,1,44,290,70.4,18.6,18.2,18.9,9,4,2,258,254,113,80,2,2,3,0,5,Yes
782,53,M,29,35.73,3005.92,Month-to-month,Electronic check,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,DSL,No,Yes,Yes,53.2,154.6,168.3,903.0,37.73,9.82,No,Yes,1,16,15,96,1825,45.4,6.0,12.7,8.6,12,2,0,761,368,39,37,8,1,3,3,6,Yes
783,29,M,32,74.46,3287.96,Month-to-month,Bank transfer,No,Yes,No,No,Yes,No,No,Yes,No,No,DSL,Yes,Yes,Yes,120.7,49.9,157.8,329.0,7.28,8.96,Yes,Yes,26,0,0,35,1736,46.0,5.6,17.3,5.4,28,4,0,976,89,181,33,5,3,3,4,6,Yes
784,78,F,38,117.65,4451.18,One year,Bank transfer,No,No,No,Yes,No,No,No,Yes,No,Yes,Fiber optic,No,Yes,No,133.8,121.8,66.0,1470.0,43.45,19.47,Yes,No,32,17,3,39,1652,67.0,12.7,4.2,7.2,19,3,0,769,138,9,83,3,2,3,3,5,Yes
785,58,F,5,29.23,2915.09,One year,Bank transfer,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL,No,No,Yes,131.0,137.6,107.1,1136.0,32.17,19.81,Yes,No,31,11,46,50,1867,25.4,12.8,18.1,17.2,15,1,1,407,378,161,12,3,0,3,9,3,Yes
786,36,M,47,30.42,3180.34,Two year,Electronic check,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,89.2,94.2,27.4,2085.0,11.47,13.0,No,No,43,2,64,29,2869,75.2,1.9,12.4,10.5,13,2,0,983,453,72,4,6,0,0,9,2,No
787,29,M,22,66.12,824.56,Month-to-month,Bank transfer,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,69.3,175.3,107.7,2453.0,7.89,2.54,Yes,Yes,44,19,51,25,2441,15.3,12.5,1.6,7.7,2,0,0,629,361,35,59,5,4,2,6,7,Yes
788,26,F,47,142.42,2395.91,One year,Bank transfer,No,No,Yes,No,No,Yes,Yes,No,No,Yes,DSL,Yes,Yes,No,167.2,88.8,29.2,1633.0,31.38,10.12,No,No,45,13,46,84,26,39.6,8.1,13.0,11.3,29,1,0,52,412,74,87,1,4,4,7,1,Yes
789,24,F,34,106.91,3596.17,Month-to-month,Credit card,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Fiber optic,No,No,No,151.7,57.0,110.6,97.0,45.04,10.58,No,No,36,15,98,30,2060,65.6,15.2,19.1,3.5,17,4,0,322,347,134,16,8,2,4,7,5,Yes
790,45,F,1,108.23,1391.17,One year,Credit card,Yes,No,No,No,No,Yes,Yes,No,No,No,Fiber optic,Yes,Yes,Yes,64.3,179.2,129.7,1857.0,35.92,10.29,Yes,Yes,26,17,76,55,553,82.8,16.4,2.5,1.1,26,2,2,505,206,114,56,1,0,1,2,4,Yes
791,31,M,55,67.05,1051.16,Month-to-month,Bank transfer,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,20.6,172.3,78.0,166.0,17.43,11.39,Yes,No,27,9,49,60,932,79.2,11.5,12.1,6.3,5,1,2,981,92,15,30,7,3,2,4,7,Yes
792,48,F,55,97.18,1603.44,One year,Bank transfer,No,Yes,No,Yes,No,Yes,No,No,No,Yes,DSL,No,Yes,Yes,14.4,32.8,99.7,1849.0,29.37,0.37,Yes,Yes,2,14,44,16,2492,72.2,1.0,18.4,12.5,19,0,1,480,133,178,91,3,1,0,9,2,Yes
793,69,M,26,21.32,1245.43,Two year,Credit card,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL,No,Yes,No,18.9,5.2,175.1,2055.0,15.54,14.22,No,Yes,35,9,41,80,2271,35.9,13.1,1.2,14.5,2,0,2,927,367,188,64,9,4,0,7,8,No
794,36,F,43,102.69,1113.82,Two year,Credit card,Yes,No,No,No,Yes,No,No,No,No,No,Fiber optic,Yes,Yes,No,116.6,18.0,21.7,593.0,49.96,14.25,Yes,Yes,48,0,94,97,2068,12.2,15.2,13.0,16.7,18,4,2,314,203,158,65,0,2,2,6,9,No
795,75,M,10,138.73,2153.01,Month-to-month,Credit card,No,No,Yes,No,No,Yes,Yes,No,No,No,DSL,Yes,Yes,Yes,10.3,57.3,158.3,2458.0,37.44,2.31,Yes,No,42,18,83,23,1671,21.7,5.7,10.0,18.6,25,3,2,619,306,159,32,0,4,3,8,10,Yes
796,64,F,30,99.63,4543.8,One year,Electronic check,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Fiber optic,Yes,Yes,No,67.4,194.5,34.2,2733.0,30.72,11.4,Yes,Yes,7,1,55,96,1349,86.5,9.8,7.6,8.8,2,4,2,151,335,44,92,8,2,3,9,1,Yes
797,33,F,50,133.58,2559.95,One year,Electronic check,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,DSL,No,Yes,No,150.6,111.7,7.3,2439.0,21.16,11.37,Yes,No,43,12,70,3,1756,85.7,19.3,12.9,15.1,11,2,2,540,109,26,3,3,0,2,6,5,No
798,70,F,18,114.12,980.21,Month-to-month,Credit card,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,58.9,74.7,37.1,915.0,30.91,13.65,Yes,Yes,49,15,56,8,466,95.2,6.7,2.0,2.4,7,4,0,31,37,21,81,0,4,4,1,4,Yes
799,22,F,17,35.67,431.01,One year,Bank transfer,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,152.7,177.7,153.0,1760.0,17.08,1.71,No,Yes,49,7,32,1,1248,7.6,5.2,15.3,2.1,24,2,1,921,456,142,54,2,2,3,3,5,Yes
800,52,F,26,137.32,3495.97,Month-to-month,Credit card,No,Yes,No,No,Yes,Yes,Yes,No,No,No,DSL,No,Yes,No,149.1,90.6,81.0,2744.0,1.44,12.53,No,No,40,2,27,34,2700,53.7,5.0,1.1,3.4,24,3,2,828,21,7,23,2,2,1,7,9,Yes
801,29,M,8,28.64,1944.85,One year,Electronic check,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,DSL,No,No,No,49.2,63.0,174.5,962.0,19.75,5.62,Yes,Yes,36,18,43,37,1498,64.9,11.6,6.8,9.5,4,4,2,658,224,195,31,6,4,0,8,3,No
802,42,F,47,89.42,4118.06,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,DSL,No,No,Yes,145.8,188.2,104.9,2460.0,46.52,10.14,No,No,48,13,55,44,617,71.1,19.0,10.6,5.0,16,0,1,490,345,115,72,5,1,3,6,1,Yes
803,69,F,40,38.48,3314.58,One year,Electronic check,No,No,No,No,No,No,Yes,No,Yes,Yes,DSL,Yes,No,No,149.6,169.9,4.5,28.0,31.32,15.47,No,Yes,44,10,43,14,2827,64.4,12.6,8.2,6.5,9,2,2,981,437,135,46,7,3,4,4,3,Yes
804,76,F,49,21.52,3991.4,Month-to-month,Bank transfer,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,DSL,No,No,Yes,79.5,168.7,143.3,11.0,4.2,14.11,No,Yes,37,11,83,41,457,77.0,6.8,6.8,13.3,20,2,2,1001,167,86,15,6,0,3,0,4,Yes
805,38,M,12,74.86,1396.13,One year,Electronic check,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Fiber optic,No,Yes,Yes,42.1,102.5,22.0,2279.0,44.25,2.38,Yes,Yes,21,10,95,2,2687,35.9,13.1,16.8,7.8,16,0,1,1011,134,116,20,0,4,3,8,2,Yes
806,53,F,27,58.36,3477.18,Two year,Bank transfer,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,104.3,157.9,157.9,2284.0,13.44,11.82,No,Yes,13,10,72,30,1236,17.9,12.9,18.8,11.6,8,4,0,843,109,15,93,2,4,0,5,1,Yes
807,70,M,8,83.18,1357.11,One year,Bank transfer,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Fiber optic,Yes,No,No,184.3,35.9,33.6,2367.0,12.19,19.38,Yes,Yes,14,17,33,51,2710,20.5,12.3,17.6,8.8,12,3,0,83,223,175,66,8,1,1,1,1,Yes
808,40,F,25,95.04,4698.39,Month-to-month,Bank transfer,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,DSL,Yes,No,No,127.9,114.6,69.1,2790.0,14.85,3.14,No,Yes,45,9,13,40,960,1.2,4.0,10.9,4.2,9,1,1,138,167,161,96,3,0,1,9,8,Yes
809,33,F,46,25.69,3200.05,Two year,Bank transfer,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,No,No,34.6,196.8,152.3,354.0,28.86,17.06,Yes,Yes,3,15,67,56,1504,35.0,13.1,17.8,2.4,28,4,0,309,106,112,30,2,4,4,9,4,No
810,74,M,4,35.99,1656.33,One year,Electronic check,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Fiber optic,Yes,Yes,No,136.6,58.2,190.8,696.0,27.23,14.05,No,Yes,17,7,28,41,179,9.2,9.2,18.5,5.5,7,4,0,869,379,56,13,4,1,2,1,2,No
811,56,F,33,92.62,1384.08,Two year,Electronic check,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber optic,Yes,No,Yes,85.4,158.9,74.3,2711.0,24.57,15.48,No,No,0,5,78,52,2585,32.1,1.4,8.8,2.1,6,2,0,866,23,132,5,7,3,2,9,10,Yes
812,62,M,1,64.61,995.09,One year,Bank transfer,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,118.3,98.1,165.9,532.0,35.88,5.64,Yes,No,11,18,16,55,2574,62.8,11.3,6.4,12.8,1,2,0,1081,296,43,68,0,2,2,0,3,No
813,70,M,19,114.79,3488.47,Two year,Bank transfer,No,No,No,No,No,No,Yes,No,No,No,Fiber optic,No,No,No,146.8,8.0,38.2,2047.0,15.83,5.76,Yes,No,40,12,82,86,2069,89.4,19.8,2.9,16.1,1,3,2,233,306,70,28,1,3,4,3,8,Yes
814,59,F,31,104.8,1132.64,Month-to-month,Electronic check,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,No,No,103.0,152.6,161.4,1591.0,39.1,18.12,No,Yes,41,14,8,75,1368,84.0,7.6,10.1,7.5,29,3,1,574,422,36,54,6,3,3,9,6,Yes
815,75,M,16,129.93,2996.75,One year,Bank transfer,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Fiber optic,No,Yes,Yes,162.8,33.7,131.5,250.0,8.77,7.2,Yes,No,49,12,26,71,2624,25.3,19.3,19.0,8.4,3,3,0,338,357,123,36,0,3,1,1,8,Yes
816,56,F,14,110.02,1359.94,One year,Bank transfer,No,No,Yes,No,No,No,Yes,No,No,Yes,DSL,Yes,No,No,144.4,126.3,38.5,856.0,39.13,1.26,Yes,No,16,0,48,52,762,13.4,2.8,11.7,16.5,8,0,0,557,369,27,58,4,3,1,9,10,No
817,31,F,53,75.89,3326.75,Month-to-month,Bank transfer,Yes,No,No,No,No,No,No,Yes,No,Yes,Fiber optic,No,No,No,123.0,17.1,60.5,1561.0,33.19,12.01,Yes,Yes,18,1,78,84,921,19.3,14.9,13.7,5.2,29,1,1,1038,484,67,35,9,2,3,8,5,No
818,48,M,48,107.49,4083.95,Two year,Credit card,Yes,No,No,No,Yes,Yes,No,Yes,No,No,DSL,Yes,No,No,30.2,189.4,26.4,2557.0,34.16,2.5,Yes,No,35,12,36,84,744,97.1,3.2,3.1,3.3,24,1,2,646,210,112,84,7,0,1,1,3,Yes
819,75,M,5,55.8,3901.22,Month-to-month,Bank transfer,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL,Yes,Yes,No,167.2,58.3,76.6,2123.0,24.08,15.93,No,Yes,47,1,27,31,1431,54.9,6.2,3.7,10.5,13,3,0,60,170,165,75,5,0,1,8,6,No
820,22,M,41,59.82,3816.21,Month-to-month,Credit card,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,DSL,No,No,No,187.2,45.3,40.7,1866.0,33.35,12.83,Yes,No,6,10,49,80,1510,18.3,11.8,9.8,13.3,23,2,0,129,68,45,58,2,1,2,0,10,Yes
821,52,M,26,122.57,979.23,Two year,Bank transfer,No,No,No,No,Yes,Yes,Yes,No,No,Yes,DSL,No,No,No,27.4,25.8,128.8,1488.0,3.99,17.49,No,No,8,12,54,53,1439,84.1,12.3,19.1,12.4,10,1,2,696,221,99,86,6,1,2,6,8,Yes
822,40,F,28,78.03,487.51,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,Yes,Yes,97.6,189.2,198.9,896.0,42.58,15.7,No,No,7,9,3,36,1295,39.5,15.7,7.9,14.6,20,4,1,833,442,25,77,2,4,0,5,5,No
823,46,F,2,123.79,3509.8,One year,Credit card,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,51.8,142.4,2.4,358.0,2.78,2.24,Yes,No,24,14,84,87,2719,89.9,12.7,17.7,2.1,29,0,0,524,152,74,63,4,3,0,5,5,Yes
824,60,M,50,126.91,1873.32,One year,Credit card,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,150.9,148.3,108.2,1227.0,7.44,7.62,Yes,No,6,0,97,7,636,26.1,12.3,3.3,9.1,6,2,0,500,349,180,42,6,3,1,1,3,Yes
825,28,F,6,131.48,2190.11,One year,Bank transfer,Yes,No,Yes,No,No,No,No,Yes,No,Yes,DSL,Yes,Yes,Yes,144.3,99.9,114.7,86.0,28.84,15.49,Yes,Yes,41,13,18,81,1023,39.3,18.3,12.7,5.5,27,0,1,771,375,190,41,1,2,2,0,3,Yes
826,35,F,9,139.16,204.19,Month-to-month,Bank transfer,No,Yes,No,No,No,Yes,No,No,Yes,No,Fiber optic,No,No,No,28.2,94.9,182.8,633.0,36.97,8.35,Yes,No,7,9,36,10,151,50.5,9.6,12.4,15.4,24,4,2,763,280,111,73,9,3,0,9,8,Yes
827,64,F,33,76.03,1334.9,One year,Credit card,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Fiber optic,Yes,No,No,175.4,22.0,101.2,1297.0,3.81,19.45,No,Yes,23,17,3,53,12,89.3,5.3,17.3,17.6,18,1,1,1027,200,62,59,3,2,0,7,1,Yes
828,29,F,41,61.45,216.7,One year,Electronic check,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,36.2,112.0,108.7,1256.0,46.04,14.71,No,No,16,10,36,59,714,86.9,4.1,1.1,6.3,3,0,0,360,218,111,61,1,4,2,7,4,No
829,26,M,25,95.69,4401.97,One year,Electronic check,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,159.5,49.4,94.3,133.0,48.68,0.31,Yes,Yes,11,6,50,9,2953,57.4,8.6,4.6,2.8,1,0,2,281,407,165,63,6,1,0,1,9,No
830,27,M,48,68.25,1254.81,One year,Bank transfer,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,DSL,Yes,No,Yes,91.4,195.4,53.8,1767.0,30.3,17.6,No,No,45,14,31,89,248,22.2,14.5,5.2,5.8,24,0,2,1054,445,142,90,2,1,3,3,6,No
831,75,F,13,98.14,2808.82,One year,Electronic check,Yes,No,No,No,No,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,65.7,159.3,11.2,1649.0,24.06,2.02,Yes,No,30,2,44,69,1144,40.3,1.8,19.0,3.0,22,4,2,547,103,98,57,8,4,3,3,6,No
832,61,M,9,111.73,242.95,One year,Electronic check,No,No,No,Yes,No,Yes,No,No,No,No,Fiber optic,No,Yes,Yes,31.6,82.6,81.7,234.0,37.07,2.81,No,No,11,1,11,80,386,97.6,3.5,3.9,7.1,21,2,1,102,298,8,1,5,4,2,1,10,No
833,34,M,53,109.49,3350.89,Month-to-month,Bank transfer,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,33.5,30.3,10.5,2829.0,16.42,14.69,No,No,1,7,40,86,438,60.8,3.0,1.7,11.2,20,2,1,185,314,74,77,0,3,2,8,7,Yes
834,78,M,13,68.69,1648.99,One year,Electronic check,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Fiber optic,No,Yes,No,132.4,157.1,110.1,298.0,24.66,17.3,No,No,11,7,55,41,2347,78.1,12.1,11.2,19.5,27,4,1,752,309,21,70,9,1,0,3,7,Yes
835,55,F,31,41.69,4494.7,One year,Bank transfer,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,DSL,No,Yes,Yes,110.1,24.4,61.5,2565.0,45.81,10.73,Yes,Yes,26,10,79,36,720,45.0,5.6,11.0,8.6,22,0,0,98,485,197,80,7,0,1,3,6,No
836,24,F,41,75.97,4446.19,Two year,Credit card,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Fiber optic,No,Yes,Yes,24.4,37.9,106.7,1.0,47.78,5.78,Yes,No,45,15,13,91,472,53.2,4.2,17.0,5.2,18,0,1,500,334,183,83,6,4,4,3,9,No
837,63,F,11,38.54,1660.19,Month-to-month,Bank transfer,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,DSL,Yes,Yes,No,22.5,42.3,26.9,2647.0,46.35,7.03,No,No,6,1,53,79,1006,42.9,12.3,19.0,4.2,20,3,2,521,229,36,7,0,1,3,4,8,Yes
838,30,M,4,135.71,4509.76,Month-to-month,Credit card,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,DSL,No,Yes,No,14.5,111.4,186.5,59.0,13.12,6.86,Yes,Yes,12,4,62,75,632,70.3,15.5,11.2,4.3,17,1,0,329,409,56,55,2,1,3,9,8,Yes
839,57,F,34,64.96,4980.98,Month-to-month,Credit card,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,DSL,No,Yes,No,148.8,157.4,178.9,2273.0,11.62,6.53,Yes,No,35,6,64,57,2468,85.1,7.3,18.7,4.7,20,1,0,947,53,187,83,2,2,2,7,2,Yes
840,59,F,38,40.08,4135.81,Month-to-month,Electronic check,Yes,No,No,Yes,No,Yes,No,No,No,Yes,DSL,Yes,No,Yes,142.4,62.9,38.0,1085.0,14.88,4.86,No,No,0,19,57,84,23,50.7,12.0,14.8,15.5,6,2,0,742,188,113,35,2,1,1,3,7,Yes
841,26,M,46,23.31,4232.11,One year,Electronic check,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Fiber optic,Yes,Yes,No,11.7,16.9,68.7,2215.0,22.07,12.18,Yes,No,48,12,95,58,537,48.1,2.9,6.0,2.2,10,4,2,780,221,139,68,6,4,2,2,1,Yes
842,67,F,4,103.96,1282.59,One year,Electronic check,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,112.1,92.9,122.7,1205.0,15.71,18.01,Yes,No,34,1,20,23,2824,34.0,18.8,18.6,20.0,9,0,1,436,74,134,12,5,3,0,0,10,No
843,44,F,38,102.8,2904.68,Two year,Bank transfer,No,No,Yes,Yes,No,No,Yes,Yes,No,No,DSL,No,No,Yes,16.9,149.6,19.1,213.0,18.71,6.14,No,No,29,2,3,27,2685,17.7,7.4,13.7,10.9,10,1,2,968,348,193,38,1,1,1,1,8,No
844,75,M,19,64.28,382.92,Two year,Electronic check,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Fiber optic,Yes,No,No,180.7,44.3,70.9,2303.0,31.03,3.73,No,Yes,30,8,72,36,1980,93.9,20.0,8.9,11.3,22,4,1,609,462,102,80,4,0,0,3,3,Yes
845,19,M,6,29.32,519.84,Month-to-month,Credit card,Yes,No,No,Yes,No,No,Yes,No,Yes,No,DSL,No,No,No,181.4,44.0,50.2,214.0,38.13,16.77,No,No,16,9,45,20,1810,31.6,19.6,13.9,7.8,8,4,0,611,171,40,5,5,4,3,8,9,Yes
846,22,M,34,73.25,4994.52,Two year,Electronic check,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Fiber optic,No,No,No,139.6,189.4,183.1,2766.0,36.78,14.84,No,Yes,7,12,85,32,539,80.1,15.8,8.6,14.1,2,0,0,828,392,151,18,1,3,2,0,5,No
847,46,F,18,60.46,1666.86,Two year,Electronic check,No,No,Yes,No,No,Yes,No,No,Yes,No,Fiber optic,No,No,Yes,185.2,190.8,170.5,153.0,40.72,18.62,Yes,No,2,12,11,1,2950,71.5,1.4,3.2,10.0,23,4,2,558,41,152,24,0,3,2,5,7,Yes
848,54,F,13,108.03,3753.51,Month-to-month,Bank transfer,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,DSL,Yes,No,No,162.3,198.1,116.0,1438.0,1.61,3.31,Yes,No,9,4,29,82,1726,79.1,11.3,14.7,7.3,4,1,1,166,156,189,2,3,4,4,5,7,No
849,55,F,41,98.75,4042.99,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,No,No,No,165.7,161.5,104.1,2169.0,2.39,2.89,No,Yes,33,6,93,27,420,93.7,2.6,16.7,6.0,22,3,0,248,334,104,52,3,3,1,9,9,Yes
850,36,M,23,67.4,4297.22,Two year,Credit card,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,DSL,Yes,Yes,Yes,113.9,37.6,186.1,1180.0,39.47,10.83,No,No,21,16,95,14,483,62.3,18.0,14.8,18.6,0,1,2,547,80,105,27,3,0,3,2,2,No
851,25,M,19,48.33,4988.26,One year,Bank transfer,Yes,Yes,No,Yes,No,No,No,No,Yes,No,DSL,Yes,No,No,61.2,42.4,186.5,652.0,26.65,12.29,Yes,No,3,14,59,0,1028,89.8,16.0,5.4,6.5,0,3,2,161,207,43,25,0,1,4,9,4,No
